track_id,song_id,title,artist_name,tempo,loudness,duration,danceability,energy,key,mode,time_signature
TRARNIL12903C9A9C8,SOFIYUN12AB0184842,Afraid Of Change (Tribal Vocal Mix),Casa Bulga,0.0,-7.327,401.24036,0.0,0.0,10,0,3
TRARNKQ12903CE7299,SOIHVVZ12A8C138E9D,Grow Up_ Grow Old,Debbie Davies,107.183,-7.961,283.79383,0.0,0.0,0,1,1
TRARNAJ128F92CD7F9,SOJIRAY12A8C141F8B,Walk Away From Love,Willie Clayton,105.863,-10.646,260.51873,0.0,0.0,10,1,4
TRARNZA128F424EC6A,SOMGMSS12A8C13492A,Rainbow Country (Red Gold And Green Version),Bob Marley & The Wailers,152.99,-5.308,258.29832,0.0,0.0,8,0,4
TRARNBZ128F4238CF7,SOMAFQT12A8AE47E8D,Strange Things,Tanto Metro & Devonte,104.465,-6.712,158.1971,0.0,0.0,7,1,4
TRARNZV128F930CDFB,SOSNDGZ12AB017D82F,Screamin' & Hollerin' The Blues,Alvin Youngblood Hart,111.523,-9.186,208.84853,0.0,0.0,3,1,1
TRARNMW128F92DE2D4,SOOOCMS12A8C1413F3,Dholna Dholna,Naseebo Lal,151.983,-12.746,376.16281,0.0,0.0,7,1,4
TRARGZR128F92E28D6,SOHJXBB12A8C1437B7,Parchman Farm,Hot Tuna,138.512,-9.989,461.71383,0.0,0.0,1,0,4
TRARGBM128F428F65E,SOIKPOX12A58A7BA0B,A Lo Clasico,Daddy Yankee,91.026,-4.13,235.15383,0.0,0.0,4,0,4
TRARGCC128F92F34B7,SONTYQS12AB017F461,Zhi Xiang Ni hui Yi,Hacken Lee,124.984,-15.198,424.82893,0.0,0.0,7,1,3
TRARGDO12903C956AA,SOVZOZW12AB018881A,Amaze,Jimmy Riley,159.943,-6.895,216.39791,0.0,0.0,1,1,4
TRARGLY128F935AAD5,SOYMQQN12A58A7D293,Radio Rape,The Cortinas,134.985,-7.687,219.01016,0.0,0.0,4,1,3
TRARGTV128F4274FB6,SOKRTAB12A8C1371C9,Ain't No Game,Masta Ace Incorporated,88.12,-7.687,295.1571,0.0,0.0,11,1,5
TRARZIV128F147AADB,SOMZNFA12A6D4F8A2A,Cavaleiro De Aruanda,Jongo Trio,144.581,-8.151,157.72689,0.0,0.0,2,1,4
TRARZMX128F4238B5A,SOIGFAH12A8AE4697D,TELL ME WHY,George Nooks,152.172,-7.398,221.90975,0.0,0.0,7,1,4
TRARZOS128F14A1E17,SOGLXHC12A58A7C184,Czwarty,Energy,87.512,-5.941,310.9873,0.0,0.0,2,1,4
TRARZFN128F42680B8,SOSMUXL12A8C136808,Washington Post (1998 Digital Remaster),Felix Slatkin/Concert Arts Symphonic Band,124.056,-15.019,151.17016,0.0,0.0,5,1,4
TRARZBQ128F42649A6,SOYBJJE12A8C13CC79,No Pienses Asi,Eddie Palmieri,153.309,-17.886,266.50077,0.0,0.0,10,0,1
TRARZBX12903CD70DA,SOQKFHB12AB0186B13,Cavalleria Rusticana,William Orbit,131.281,-21.82,199.8624,0.0,0.0,5,1,4
TRARZKD128F425D64D,SOYPBEP12A8AE4853A,Forever,Chris Brown,85.322,-2.991,389.25016,0.0,0.0,11,1,1
TRARZBR128F934715D,SOAGBQA12AB0180400,Amor a Medias,HA-ASH,136.945,-5.548,253.90975,0.0,0.0,9,1,4
TRARTEH128F423DBC1,SOSQIHH12A8C13370B,15 Step,Radiohead,188.91,-7.057,237.21751,0.0,0.0,1,1,5
TRARTOQ12903CA1CA9,SOIFGXP12AB0182AE8,I Love Your Way,Kashief Lindo,86.481,-5.85,238.15791,0.0,0.0,9,1,4
TRARTBH128F93087A4,SOGHPNO12A582A2482,Lookin' For Me Somewhere,BoDeans,156.285,-13.845,186.20036,0.0,0.0,7,1,1
TRARTJL128F92CB44B,SOHKLCA12A8C1414AB,Raise Your Hands,Bon Jovi,139.95,-4.857,311.27465,0.0,0.0,1,1,4
TRARTSZ128F427642F,SODOBCV12A8C135BB3,Rainbow Dance,John Tchicai,154.731,-31.391,182.36036,0.0,0.0,3,0,5
TRARTSA128F4291550,SOESBTV12A8C1407EB,Champagne & Reefer,Bongzilla,97.265,-4.627,286.58893,0.0,0.0,9,1,3
TRARTCZ128F427A176,SOEKXKK12A8C1367A0,No More Doggin',Otis Spann,63.255,-12.931,180.40118,0.0,0.0,0,1,4
TRARTYH12903CF0056,SOCOSSE12AB01828C7,I Need a Veggie,John Holt,131.297,-9.603,228.30975,0.0,0.0,0,1,4
TRARTGG128F424ABCD,SORXMMR12A6D4FBCF7,Get Happy,Danny Wilson,92.591,-8.515,126.53669,0.0,0.0,5,1,4
TRARTME12903CE0253,SONWNRW12AB018290A,I'll Wait for You Dear,Al Dexter,102.707,-16.627,150.9873,0.0,0.0,9,1,4
TRARTEH128F4280823,SORKWDV12A8C13B43B,From Afar (Album Version),Van Halen,87.899,-9.057,324.23138,0.0,0.0,4,0,1
TRARTDG12903CA52DF,SOSFURN12A58A7AC5F,Cry For Love,Capleton,137.425,-10.336,216.81587,0.0,0.0,1,0,3
TRARTAR128F145F235,SOBOJXY12A6D4F79A0,Uncle B.S. - 1963,Tim Wilson,88.576,-12.36,100.67546,0.0,0.0,5,1,5
TRARTHV128F429B77A,SOZNTZO12A8C13AA7E,Wohär dr Wind wäiht,Kisha,152.792,-7.222,203.04934,0.0,0.0,0,1,4
TRARTYI128F427E74C,SOPGCJJ12A58A796B7,Volumatic Spacer Device,The Chap,123.007,-8.337,207.28118,0.0,0.0,6,0,4
TRARTIV128F92F87F0,SOAODBX12AB01829C5,Putt Jhatt Da Gulabi Phull Varga,DJ Vix,195.755,-3.423,98.76853,0.0,0.0,11,0,4
TRARSMV128F1469CCF,SOSNAWZ12A6D4F74DF,Namibia,Ziggy Marley And The Melody Makers,110.873,-11.912,246.54322,0.0,0.0,7,1,4
TRARSJD128F932BAF8,SOOLZKK12A58A80000,Unlearn,Crematorium,122.186,-7.148,210.1024,0.0,0.0,8,0,4
TRARSAM128F4256E04,SOFYJDL12A58A7DD52,Vargbrodern Talar,Månegarm,163.086,-6.769,92.76036,0.0,0.0,4,0,4
TRARSFU12903CB2669,SOVNTGC12AB01818F3,Sweet Lady,Ernest Ranglin / Floyd Lloyd,127.07,-4.909,271.77751,0.0,0.0,3,1,1
TRARSLP12903CE2AA6,SOHOPYC12AB0188EFC,Forever,Franco,89.984,-9.387,251.61098,0.0,0.0,1,0,3
TRARSKA128F9336A04,SOQKBQI12AB0182711,3,Britney Spears,131.999,-6.278,465.47546,0.0,0.0,1,1,5
TRARSKS128F4272D2F,SOUZAFY12A8C136709,Sleuthing,Danny Elfman,86.901,-22.435,140.87791,0.0,0.0,5,0,5
TRARSZV12903CDB2DE,SOHPAVE12A8AE47190,Meet Me in the City,Junior Kimbrough,129.584,-14.023,190.06649,0.0,0.0,7,0,4
TRARSAW12903C9EDEB,SOJCTES12AB01867CC,Drama  (LP Version),Liquid Gang,143.963,-4.945,226.0371,0.0,0.0,1,0,4
TRARALS128F934F7C1,SOLNEKT12AB0187086,Oh What A Feeling,Everly Brothers,82.461,-15.036,125.02159,0.0,0.0,7,1,4
TRARAKX12903CBADE2,SOVGOOO12AB0182D50,So hell mit Klause Duo,Flowin Immo et Les Freaqz,83.321,-7.486,225.59302,0.0,0.0,11,0,5
TRARAAG128F42437FB,SOBJTHI12A8C133758,Concerto For Saxophone (Quartet Version): Movement IV,Philip Glass,176.122,-14.383,231.10485,0.0,0.0,0,0,1
TRARAZI128F427F3B4,SOBBCFN12A8C13E4D9,Llama y Verás,Luis Alberto Spinetta,196.52,-16.079,209.47546,0.0,0.0,9,1,3
TRARAIG128F424DDCC,SONXKIQ12A8C13292A,Heyya Heyya,Ramy Ayach,88.015,-5.942,239.80363,0.0,0.0,10,0,4
TRARAEU12903CB396C,SOKQLLS12AB0188EC1,Misty Valley,Frank Chacksfield & His Orchestra,151.195,-19.61,155.37587,0.0,0.0,0,1,3
TRARAGQ12903CB6892,SOIIANJ12AB0184B3E,Sehnsuchtsexpress,Frl.Menke,90.954,-11.016,217.20771,0.0,0.0,5,1,4
TRARACF128F424FACF,SOCNBUC12A81C2075A,Come Alive,Agnostic Front,185.453,-5.218,122.17424,0.0,0.0,2,1,7
TRARAIO128E0780FDE,SOBBHAH12A6310FF6B,Spitting Games,Snow Patrol,74.576,-14.848,229.642,0.0,0.0,7,1,1
TRARANL128F1478789,SOBDENU12CF5465247,Drones,Rise Against,209.141,-3.696,181.57669,0.0,0.0,3,0,4
TRARAHB128F428928E,SOVPFPD12A8C13921A,Do Your Will (Album Version),The Rance Allen Group,105.994,-4.152,337.162,0.0,0.0,0,1,4
TRARATE128F92FE56A,SOHVPTO12A8C138ADF,Check the bomb,Refractory,123.96,-5.613,358.89587,0.0,0.0,5,1,5
TRARAJS12903CAD54F,SOUXAJS12AB0184E3B,System of Play,Theodor Zox,83.991,-11.941,381.23057,0.0,0.0,2,1,3
TRARAEG128F42647B2,SOQXNQP12A8C134AD7,Trying To Get To Heaven,Bob Dylan,94.161,-14.089,320.70485,0.0,0.0,3,1,4
TRARFWJ128F9339D70,SOCIFIF12A8C1378E5,Birch,Maximilian Hecker,243.981,-13.538,370.02404,0.0,0.0,5,0,4
TRARFXI128F1468CE3,SOWISQE12A6D4F7DBB,Same Old Thing,Albert Collins,94.557,-11.893,356.25751,0.0,0.0,7,1,4
TRARFQL128F931E523,SOHKKXU12A67ADA08F,Voodoo Doll,Fergie,129.997,-6.502,263.05261,0.0,0.0,1,1,4
TRARFAV128F428B7B2,SOVKSAD12A8C142C13,Nerio Compra Una Contestadora,Los Amigos Invisibles,142.453,-21.978,24.34567,0.0,0.0,5,1,5
TRARFSI128F92C5B06,SONUOBX12A8C141070,Killer (Single Version),Seal,117.988,-7.762,257.48853,0.0,0.0,10,0,4
TRARFSH128F92DFDED,SOLVAZN12AB017DBAD,Sunset Manifesto,Flink,147.934,-6.103,160.91383,0.0,0.0,6,0,4
TRARFKP12903CF5DF1,SOQGGUN12AC4689CF7,From My Hands,Salt The Wound,174.424,-5.056,241.162,0.0,0.0,2,1,7
TRARFAB128F4244BB7,SOTKJVT12A6D4FAB59,Tanz,ZENFU,143.126,-4.689,130.71628,0.0,0.0,4,0,4
TRARFTH128F93052CF,SOMWSER12AAF3B3B53,Coming Back For More feat. Colin Corvez,Daniel Paul,120.04,-11.556,323.60444,0.0,0.0,4,0,4
TRARFLF128F425B49B,SORZLQQ12A8C137BB6,Paradise In Your Eyes,Winston Reedy,130.812,-7.097,268.61669,0.0,0.0,0,1,4
TRARFAZ128F93481AD,SOAHPOW12A8C142E38,Isku Pitkästä Ilosta,Korpiklaani,99.995,-4.535,250.8273,0.0,0.0,7,1,1
TRARFOC128F92ED401,SOQRRHL12AB017A67C,The Way I Am,Eminem,174.731,-3.353,291.10812,0.0,0.0,4,0,4
TRARFQY12903CA07B6,SOENOQK12AB01864B9,One More Ride (Digitally Remastered),Johnny Cash,110.43,-12.308,120.99873,0.0,0.0,8,1,4
TRARFCT12903CD3545,SOMMZQP12AB0186FFE,Can't Help Falling In Love,Brian Dullaghan,90.255,-15.892,190.56281,0.0,0.0,3,1,4
TRAROOB128F424C74C,SOMLDJP12A6D4FD967,Drunk Driving Tip,Dezz White,59.021,-15.497,44.93016,0.0,0.0,4,1,4
TRAROQC128F4273979,SOXSCPE12CF5F88012,Que Vuelvas,Shakira,123.861,-7.174,231.75791,0.0,0.0,2,1,4
TRAROUS12903CF4F08,SOMXLQP12AB018284C,I'm In The Mood For Love,Roger Williams,100.366,-15.383,170.81424,0.0,0.0,11,1,3
TRAROHB128F145CD83,SOAHNZK12A6D4F79A9,Yesterdays,Gonzalo Rubalcaba,70.256,-33.045,483.39546,0.0,0.0,9,0,3
TRAROQL128F92F7E7D,SOOBOIA12AAF3B268E,Concertino for Bass Trombone and Trombone Choir,David Taylor,144.252,-22.54,600.11057,0.0,0.0,11,1,1
TRAROCB128EF35098A,SOPTAMD12A58A7CFF3,De Tha Mai Edo,Domna Kountouri,99.98,-8.318,209.94567,0.0,0.0,3,0,4
TRAROSP128F1487270,SOFPYLJ12A6D4F843F,Rachel's retribution,Anne Dudley,118.326,-15.428,280.86812,0.0,0.0,11,0,4
TRARODV128F1460DBC,SOWYFAX12A6D4F7A3D,A Goodnight's Sleep,The Starting Line,142.069,-5.011,264.41098,0.0,0.0,9,1,4
TRAROFY12903CD2618,SOOIZES12AB018A80F,Mui Mal_ Animal,L.A.V.I,0.0,-11.531,565.96853,0.0,0.0,11,0,3
TRAROPZ128F42A8AB2,SODXUGT12A58A78B78,Cup Horn,TEN MADISON,190.038,-8.627,344.68526,0.0,0.0,5,0,4
TRAROPS128F92F09A5,SONZYRS12A8C141A13,Am I That Easy To Forget,Carl Belew,117.867,-13.338,140.38159,0.0,0.0,2,1,3
TRARODD128F4225D3F,SOWLJJU12A81C2224B,Vitamina,Sonora Carruseles,108.292,-6.564,230.00771,0.0,0.0,10,0,4
TRARHCB128F148D1B0,SOVMSTD12A6D4F9840,The Haunting,The Misfits,212.293,-5.542,85.9424,0.0,0.0,11,1,4
TRARHMM128F92F2DC9,SOIZQWP12AAF3B51CA,All or Nothin' Gal,Jessie Lee Miller,188.979,-7.391,116.92363,0.0,0.0,0,0,4
TRARHLY128F42698CA,SOPAESK12A58A7BA11,Some Kind Of Zombie (Criscoteque Remix),Audio Adrenaline,108.351,-5.934,279.97995,0.0,0.0,9,1,4
TRARHKQ128F92EF0B2,SOWPSOV12A8C13FFE5,A Veces Hablo De Ti,Tito Allen,183.636,-14.305,322.21995,0.0,0.0,7,0,4
TRARHFV128F92E0ECE,SOHBUBB12A3F1ED339,Old Fashioned Baby,Pee Wee Crayton,116.461,-10.446,163.10812,0.0,0.0,5,0,3
TRARHFF128F933D378,SOGKLCE12AB0186FDC,Just Say Yes,Dickies,104.231,-9.428,152.94649,0.0,0.0,2,0,1
TRARHXX128F93477A0,SOPQFFJ12AB0183400,Faithkeeper_ Part 1,David & Steve Gordon,131.991,-18.799,532.27057,0.0,0.0,11,0,4
TRARHBD128F423A0EA,SOZEYFC12A58A77E0B,Children Of Love,Abijah,81.025,-18.818,204.77342,0.0,0.0,2,1,3
TRARMNI128F9336EF9,SONNDTL12AB0187AC9,Afro Profondo,Daniela Dessì,179.998,-9.638,178.75546,0.0,0.0,10,0,4
TRARMUY12903D02555,SOPILFZ12AC468D188,Lihava enkeli,Murskahumppa,136.579,-8.997,163.47383,0.0,0.0,9,1,4
TRARMLZ128F9330684,SOHVQGL12AB01810AD,Killing Me Softly With His Song,CoCo Lee,100.82,-8.933,310.54322,0.0,0.0,4,0,4
TRARMPI12903CCE6BD,SOKDGJC12AB018BFB9,Girl You Need My Love,Doniki,175.202,-17.266,256.20853,0.0,0.0,4,0,1
TRARMZO128F93362A2,SOUGUXL12AB0184B76,Love Theme (The Falling In Love),Burt Bacharach,66.882,-17.806,98.32444,0.0,0.0,3,1,4
TRARMUZ128F14AA0EA,SOMOKFH12A6D4F9EE6,Roller Derby,Leon Russell,120.427,-12.824,145.55383,0.0,0.0,10,0,4
TRARMYQ128F149F18A,SOZDDPQ12AF72A8BA8,Are You Ever Gonna Love Me?,Jimmy Wayne,142.409,-6.349,232.64608,0.0,0.0,7,0,4
TRARMHD12903D02A2A,SOJOLZE12AC3DFA463,Turn Up The Bass,Fast Eddie featuring Kool Rock,125.86,-8.902,271.3073,0.0,0.0,10,0,4
TRARMYZ128F426150A,SOLCJWW12A8C137C98,So deep,Ann Lee,131.999,-7.804,380.08118,0.0,0.0,7,1,4
TRARMRJ128F92EBD5C,SOGGBMU12A8C145B5D,Collecting Dust,Life Long Tragedy,86.435,-6.024,204.9824,0.0,0.0,7,1,3
TRARMPK128F9302164,SOWHPTY12AB0181D50,You Had Me From Hello (Lullaby Rendition of Kenny Chesney),Hushabye Baby,69.995,-18.798,223.45098,0.0,0.0,2,1,4
TRARMWA128F424147D,SOABTKM12A8AE4721E,Nothing's Clear (Album Version),Ill Nino,109.441,-3.778,202.13506,0.0,0.0,5,1,4
TRARMFD128F4231386,SOJVAAE12A8BED74B1,You Must Do Your Best Tonight / I Represent/Animal Crackers,The Marx Brothers,60.778,-14.639,116.37506,0.0,0.0,0,1,4
TRARMDJ128F931F980,SOHSBLC12AB0183BC9,French Suite: A Paris Thing,William Goldstein,89.102,-28.215,276.50567,0.0,0.0,3,1,3
TRARMRC128F424317A,SOELVGK12A8C1337AF,Oh Scat Mix Up,Tim Exile,124.429,-3.716,78.21016,0.0,0.0,10,0,3
TRARMUI128F147162F,SOQMDPN12AF72A25EE,The Modern World,The Jam,159.849,-8.812,150.59546,0.0,0.0,1,1,4
TRARMHA128F92E7D32,SOTPQFM12AB017AC9E,I'm Not A Loser,Descendents,203.29,-8.867,89.23383,0.0,0.0,11,1,4
TRARMIK128F4270A74,SOPRPES12A8C1372A6,De Paris Un Caballero,Barbarito Diez,65.914,-7.807,157.962,0.0,0.0,5,1,4
TRARJMX128F149BE14,SOWXSQT12A6D4FC02E,T-Ball and Indian Guides (LP Version),Bill Engvall,112.964,-11.689,482.21995,0.0,0.0,5,1,3
TRARJVW128F14937AB,SONSKRD12A6D4F9439,La Rue Du Babouin,Françoise Hardy - Maurane,105.156,-16.904,194.24608,0.0,0.0,7,1,3
TRARJEM128F92E444D,SOCQEHT12AB017F37F,Big Bounce,David Arkenstone,108.014,-12.958,272.97914,0.0,0.0,11,0,4
TRARJPL128F931C7D2,SOWNOXA12AB0184353,Summer Summer,The Almost,136.147,-5.353,240.79628,0.0,0.0,4,0,4
TRARJKN128F92F6CF8,SOEJBBP12AB017F03E,Bubblin' (Anita Demo),Camp Lo,196.45,-11.502,222.40608,0.0,0.0,3,0,4
TRARJEK128F930B3AA,SOACUYZ12CF54662F1,Couldn't Stand The Weather,Stevie Ray Vaughan And Double Trouble,121.616,-9.882,281.05098,0.0,0.0,1,1,4
TRARJLC128F9323715,SOXXJWR12AB017F577,In Style,David Johansen,87.373,-7.436,247.97995,0.0,0.0,2,1,3
TRARJGM12903CF5DAC,SOGATPI12AC960DCAC,Closin' Moes,Jeff Massanari Trio,183.801,-9.924,253.85751,0.0,0.0,5,1,4
TRARCMH12903CB8E8B,SOQQPAX12AB0185375,Portobello Lass,Harry Lauder,162.993,-22.55,177.6322,0.0,0.0,2,0,1
TRARCAU128F9337F05,SONCTTO12AB0183ED1,Trumansburg Whistle,Gershon Kingsley,130.831,-11.826,180.08771,0.0,0.0,7,1,1
TRARCNN12903CD5262,SONARPL12CF5465254,Reuben James,Kenny Rogers,187.128,-14.406,167.00036,0.0,0.0,9,1,4
TRARCZH12903CF7D2F,SOGQWTX12AB017FD78,Rock Steady,Bad Company,102.984,-8.064,229.58975,0.0,0.0,7,1,4
TRARCJT128F9316BA9,SOZVZIO12AB017C39B,Sporable,Winifred Phillips,130.195,-15.835,141.19138,0.0,0.0,0,1,4
TRARCNT12903CC4767,SOJWIXK12AB018D4B6,The Waiting,Zombina & The Skeletones,94.754,-6.264,145.3971,0.0,0.0,0,0,4
TRARCSJ12903CA71D8,SOFSDOM12AB01830F1,Grey Skies Turn Blue,MxPx,87.779,-3.861,183.97995,0.0,0.0,11,1,4
TRARDHN128F4243072,SOEZJIE12A8C1318B7,Wraparound Shades (Album),Zumpano,159.784,-8.394,228.46649,0.0,0.0,1,0,1
TRARDOK128F9300AB5,SORKFNI12AB018214B,The Earth Isn't Humming,Thrice,143.59,-9.454,349.80526,0.0,0.0,5,1,4
TRARDRG128F931766E,SOHUTJL12AB017CFDD,Champion (World),Davol,102.015,-15.991,264.09751,0.0,0.0,1,1,4
TRARDCR12903CE6FBE,SOOBQGC12AC468CEAA,Heart Breakin' Blues,Cannon's Jug Stompers,139.606,-14.897,186.64444,0.0,0.0,11,1,1
TRARDJY128F14750EA,SOQWFLA12AF72A8A63,Year Zero,30 Seconds To Mars,121.518,-6.736,472.39791,0.0,0.0,3,1,5
TRARDRX128F9325812,SOZFKKI12AB018602A,Satisfaction,Who Made Who,132.974,-6.145,265.32526,0.0,0.0,11,0,4
TRARDFD12903CECB2C,SONSSZX12AC4687680,I Can't Help Myself,Tyrone Davis,84.955,-9.998,277.41995,0.0,0.0,5,0,3
TRARDUI12903CBF6B6,SOTNAWQ12AB01870F4,Autofokus,K.I.Z.,151.488,-4.547,231.18322,0.0,0.0,7,1,7
TRARDSS12903D0C029,SOZQSIB12AC46881EC,Tango Andorra,Aimable,106.953,-15.966,180.45342,0.0,0.0,0,1,1
TRARDLO128F42A0469,SOQLJZN12A8C141701,King Jesus Is My Captain,Birmingham Jubilee Singers,150.405,-18.697,183.27465,0.0,0.0,8,1,4
TRARDSC128F148B688,SOAAVJY12A58A8076E,I've Grown Accustomed To His Face I've Grown Accustomed To His Face,Shelby Flint,35.691,-15.276,121.25995,0.0,0.0,2,0,4
TRARDNE128F1472357,SOAXFFT12A6D4F7B45,Profound Sound (Take Two Album Version),Ill Harmonics,180.415,-8.343,59.03628,0.0,0.0,9,1,3
TRARVMO128F427DF04,SODVYMC12A8C139669,She's My Mary,Lonnie Johnson,90.814,-13.987,199.44444,0.0,0.0,3,1,4
TRARVVB128F4264CEB,SOEMZVF12A8C13148C,Livin' In a Strain,Alvin Youngblood Hart,112.717,-14.039,231.10485,0.0,0.0,2,1,1
TRARVSQ12903CA6A4B,SOTTPDC12AB018B6D1,The Little White Cloud That Cried,The Knightsbridge Strings,75.064,-9.923,132.44036,0.0,0.0,9,1,4
TRARVXR128F4236397,SOUXPIR12A81C21E21,Amor que terminó,Los Solitarios,129.493,-11.163,179.56526,0.0,0.0,4,1,1
TRARVQK128F932BFA0,SONLHOH12A8C1359D9,Tell Me What I Want to Hear,The Dils,163.024,-7.198,141.84444,0.0,0.0,10,1,4
TRARVEY128F9300AC3,SOHGNJI12AB018217A,Red Sky,Thrice,137.913,-9.425,313.7824,0.0,0.0,2,1,5
TRARVJE128F93127EF,SOCIKUA12AB0180275,Symphony No. 7 in A Major_ Op. 92: I. Poco sostenuto - Vivace,Herbert von Karajan and Turin RAI Symphony Orchestra,92.731,-18.427,770.35057,0.0,0.0,0,1,1
TRARVSP128F4250FD6,SOICWAN12A81C21789,Above The Rainbow,Flora Purim,173.649,-16.444,208.03873,0.0,0.0,7,1,4
TRARVTN12903CF4724,SOVJQYF12AB0185B36,Strike While the Iron is Hot,Kenny Neal,107.008,-14.422,180.61016,0.0,0.0,4,1,4
TRARVCC128F930733D,SOBEDLB12AB017E86C,Shouther to Shouther (Shoulder to Shoulder),Harry Lauder,101.029,-23.214,224.62649,0.0,0.0,8,1,1
TRARVMJ128F146A77E,SOQYNGM12A6D4F89D8,Prem,Joi,120.006,-5.36,425.16853,0.0,0.0,11,1,4
